,Job Title,Location,Date,Link,Job Attributes,Job Description
18,Product Management Fellow,N/A,Jan 28,https://boston.craigslist.org/gbs/sof/d/boston-product-management-fellow/6806138860.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSProduct&utm_campaign=CLBOSProduct&utm_medium=web "
19,Software Engineering Fellow,N/A,Jan 28,https://boston.craigslist.org/gbs/sof/d/boston-software-engineering-fellow/6806113941.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSSWE&utm_campaign=CLBOSSWE&utm_medium=web "
20,Software Tester & Debugger,Nashua,Jan 28,https://boston.craigslist.org/nos/sof/d/nashua-software-tester-debugger/6806080089.html,"
compensation: TBD

employment type: full-time

","

QR Code Link to This Post


Transparent Language, Inc.  -  a leading developer of cutting edge language learning software - is looking for the next generation of QA testers and debuggers.     Formal education and training is not nearly as important to us as the ability to focus on finding defects and figuring out what causes them.    As a QA Tester you will learn about the software development process and receive training on how to use professional tools for debugging and tracking software defects.   We promote from within so the best testers often move into leadership positions in QA, Release Engineering, Product Management, Tech Support, Dev Ops, and Development.   

Please click the link below to apply:
https://chp.tbe.taleo.net/chp03/ats/careers/requisition.jsp?org=TRANSPARENT&cws=1&rid=12 


About Transparent Language, Inc.

We develop innovative technology and methods to enable faster and more reliable language learning for professionals in organizations with critical language requirements, and for anyone else intent on becoming more proficient in another language. We provide instructors with unique tools and improve language program management with comprehensive reporting. We don't just offer our own courses--our technology is designed to strengthen and leverage every course and curriculum. We care about every language, not just those where there is money to be made. We put our money into trans-formative technology and resources, instead of advertising, and concentrate on providing the most enticing, fun, and flexible language products possible.    "
21,BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,"Boston, MA",Jan 28,https://boston.craigslist.org/gbs/sof/d/ba-qabusiness-analyst-quality-analyst/6805814966.html,"
compensation: DOE

employment type: contract

","

QR Code Link to This Post


BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT


For more information please call 732 250 3906

Demo Introduction Video: www.youtube.com/watch?v=SHj5bH6VTu8


We offer a Combo BA/QA Course where the students can learn the concepts of BA/QA in the same Program with out any additional effort. This also gives the flexibility for the students to choose the best Career option...BA or QA at the end of the course.

100% JOB PLACEMENT ASSISTANCE RECORD. ALSO SPECIALIZE IN JOBS PLACEMENTS IN NJ,NY as we work mostly with LOCAL CLIENTS in EAST COAST.

We offer detailed ,comprehensive and Job Oriented training in Business Analyst/Quality Analysis with Placement Assistance.
Flexible timings on Weekdays/Weekends
Professional guidance for resume preparation and interviews
Counseling/One-on-one discussion with Trainer to clarify your doubts.
Flexible timings for the training.
Aggressive marketing by experienced placement team
H1b and Green cards sponsorship for deserving candidates
Training for Certifications and Reimbursement for Certifications on a need basis.
Professional Training and training material.
We are currently looking for Citizens/GC holders/OPT/CPT holders/ H1B
We provide excellent benefits like

Competitive Salary or hourly rates.
Health Insurance.
Corporate training opportunities
Job Placement
Resume Preparation
Discussion on Interview Questions
Job Placement Support
On Job Support


For more information please call 732 250 3906
QA Testing Course Content
Introduction to Software Testing
• What is Software Testing?

Software Development Life cycle
• Requirements
• Analysis
• Design
• Coding
• Testing
• Acceptance

SDLC Models
• Agile
• Waterfall model
• Spiral model
• V-Model

Testing-Methods
• White Box Testing
• Black Box testing
• Gray Box testing

Types of Testing (Black Box Testing)
• Build Verification Testing
• Functional Testing
• Integration Testing
• Regression Testing
• System Testing
• Acceptance Testing
• Smoke and Sanity Testing
• Ad-hoc Testing
• Exploratory Testing
• Compatibility Testing
• Disaster Recovery Resting
• Load, Volume, Stress and Performance Testing

Testing Life Cycle / Quality Assurance Life Cycle / Software Testing Life Cycle
• Requirements
• System study
• Test plan
• Test Cases
• Traceability Matrix
• Test case execution
• Defect tracking
• Test Summary Report
• User Acceptance Testing

Test Plan
• Objective
• Scope
• Approach
• Methodologies
• Deliverables
• Test environment
• Schedule and Resources
• Effort and estimation
• Entry and Exit criteria
• Templates
• Risk
• Assumption
• Contingency Plan
• References

Test Case
• Test Case Design
• How to write test cases
• When to execute test cases

Checklists
• How to create checklists
• When to use checklists

Defect tracking
• Defect life cycle
• Severity, priority
• Defect tracking Tool -- Quality Center, Bugzilla and Rational Clear Quest
• Defect report
• Defect Tracking Sheet 
• OK for recruiters to contact this job poster.
• do NOT contact us with unsolicited services or offers


•	OK for recruiters to contact this job poster.
•	do NOT contact us with unsolicited services or offers

"
22,Senior Software Engineer / Tech Lead,Burlington,Jan 28,https://boston.craigslist.org/bmw/sof/d/burlington-senior-software-engineer/6805804678.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Aliaswire, a leading innovator in the payment processing industry, is seeking a strong, motivated Senior Software Engineer / Tech Lead to design new services for our high performance payment systems for clients ranging from the largest banks and payment processors in the US to billers in healthcare, government, nonprofit, insurance, and other markets.

RESPONSIBILITIES

Work as a member of an Agile Engineering team to design and design enhancements, extensions and new services into the Aliaswire SaaS payment processing platform.

Work as part of an agile team building SaaS based payment processing applications.
Direct and mentor other engineers on programming tasks.
Provide analysis of problems, recommend, and implement solutions.
Work independently on design and development tasks.
Troubleshoot critical issues that may involve many systems in a complex infrastructure


REQUIREMENTS

7+ years of operational experience in the software industry, including all phases of the SDLC.
Ability to design and build components and features for a software product from an understanding of requirements.
Extensive experience with Java, Tomcat, HTML5, Spring, Hibernate, JavaScript & web services (SOAP, REST)
Experience with Eclipse, MySQL, Linux, Ant.
Familiarity with Agile development processes.
Familiarity with the Financial Services Industry preferred
Ability to prioritize multiple demands in a fast-paced and dynamic environment
Skill at anticipating and solving problems
BS Degree in Computer Science or a related field
The ideal candidate will be both enthusiastic about technology. The company will train the candidate on the product, but the candidate should have a basic understanding of payment processing systems and transaction process flows

Please send resume to jobs@aliaswire.com    "
23,"Medical Software Product Manager, Business Developer",Greater Boston,Jan 27,https://boston.craigslist.org/gbs/sof/d/cambridge-medical-software-product/6805499741.html,"
compensation: Base Salary plus commission - 60,000 - 200,000

employment type: full-time

","

QR Code Link to This Post


Protocol Solution is a medical software tool that may be used in a multitude of healthcare environments. Our product is in the finished stages and we are in need of the perfect person to take our new product to market and manage all aspects A-Z - This will be your ""baby"". Responsibilities include: Product represenatation, answering technical calls, on-site installs with our larger client, quotes, follow-up, promotion, sales presentations, develop and grow the product client base. As we grow, we will grow our team and your position will advance with the growth of the company if your skill set is appropriate.

REQUIRED SKILLS: Medical experience a MUST - ideally with EMR environments, cloud-based software experience, knowledge of Windows 10 development, ITS knowledge, Enterprise level software roll outs, sales, able to travel, flexible schedule, personal skills to work with all levels of staff from IT/Administrators/Managers/Physicians.

This is a base salary plus commission. Ideal candidate will have experience and would like to grow with our company and build/expose/grow/manage our product. We are based in Metrowest - Working remotely is optional.

Job Type: Full-time

Website:  www.protocolsolution.net    "
24,Netsuite Consultant,Billerica,Jan 25,https://boston.craigslist.org/nwb/sof/d/north-billerica-netsuite-consultant/6803626126.html,"
compensation: TBD

employment type: contract

","

QR Code Link to This Post


Our client North of Boston is looking for a NetSuite Consultant. This individual needs strong finance and CRM experience, but also the ability to manage inventory and manufacturing. The NetSuite Consultant should be able to lead and drive the process. They will meet with users to see what is currently being done and what can be updated.  Any experience with medical devices is a plus as well.

Job ID: 171160    "
25,Senior Salesforce Engineer,"Boston, MA",Jan 25,https://boston.craigslist.org/gbs/sof/d/boston-senior-salesforce-engineer/6803619146.html,"
compensation: TBD

employment type: full-time

","

QR Code Link to This Post


Our client is looking for an experienced Salesforce Engineer to join their team. This person will be working with the client's existing engineering team to get data in and out of Salesforce and to assist their marketing team with ongoing communications. 

Responsibilities:

Develop and enhance the client's current Salesforce implementation
Collaborate with stakeholders to understand and specify requirements
Use common Agile processes in a 2-week sprint
Evaluate new Salesforce releases and applications and stay current with Salesforce best practices

Qualifications:

5+ years of Salesforce development experience
7+ years of overall software development experience.
Very good written and verbal communication skills
Openness to collaboration across the organization. You will partner with the product and design teams very closely and should expect to share code and knowledge with their fellow engineers frequently.

Job ID: 170394    "
26,Sr. Developer/Analyst,Boston,Jan 24,https://boston.craigslist.org/gbs/sof/d/boston-sr-developer-analyst/6802941411.html,"
compensation: tbd

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Bay Cove Human Services, Inc., a leading Massachusetts human services organization seeks a Senior Developer/Analyst to join us in our mission to provide high-quality services to adults who face the life-long challenges of developmental disabilities, mental illness and drug and alcohol dependency.
The Senior Developer/Analyst will be an integral member of the Information Services department by contributing to all aspects of application development & support for Bay Cove Human Services .

We are looking for someone who strives to:
Challenge thinking.
Be different.
Lead change.
Bay Cove is looking for people who are inspired and inspiring.  

You will:
Develop customized software applications at the direction of the Director of Application Development & Support.  
Consult with stakeholders to determine application needs.
Develop design and write code to create applications.
Document the code and development processes.
Assist in the preparation and delivery of application training.
Research relevant technology changes and bring them to the attention of the Director of Application Development & Support.
Assist with QA and Application Testing design and oversight.
Support, at the direction of the Director of application Development & Support, Agency software applications.

What you will need to bring: 
A minimum of two years experience in web application development using ColdFusion 7-9, JavaScript, CSS and DHTML.
Ability to work easily with Verity Collections, CFFILE, Session and Application Variables.
Experience in working with MS SQL Server databases.
Demonstrated ability to stay current with relevant technologies and applications.
Knowledge of health care environment, particularly mental health or substance abuse services, is preferred.
Keywords:  developer; analyst, MS SQL, Coldfusion, Information Services, Information Technology, database, develop, code, application design, user community.






"
27,Database Analyst,N/A,Jan 23,https://boston.craigslist.org/nwb/sof/d/north-billerica-database-analyst/6801772815.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Please apply at http://www.jobs.net/j/JdRfkYYE?idpartenaire=14695
OR send resumes to careers@empiretelecomm.com, reference 004176 in the subject line.

Job Description and Responsibilities : 
The Database Analyst is responsible for the handling and organizing of all data in multiple databases to create, manage, and maintain cell sites multiple databases.





Primary Responsibilities:



Build data, create/update site contacts and site access, and submit for approval

Update data fields related to each individual project scope

Review data weekly for potential data errors; identify and resolve all issues

Manipulate and transfer data as needed to maintain an accurate database

Interact with respective Project Managers to assist in taking data related milestones

Pull data from specific databases to assist Project Managers and Logistics with site specific information

Respond to employee questions regarding data, assist with the extraction and manipulation, and create custom reports as requested

Advise customer of data updates as needed

Compile data and report on analytics to key staff

Submit trouble tickets with a bulk up load

Maintain the employee and vendor list

Perform other duties as assigned

Requirements : 
Education:                              



Associates Degree and/or training or 1-2 years data management experience; or equivalent combination of education and experience


 Experience:



1-2 years' experience in data entry, data management, and data analysis


 Technical Skills:



Proficient in MS Office products, specifically Excel


Soft Skills:



Highly organized and detail orientated

Ability to multi-task and work in a fast paced environment

Effective listening, interacting and writing skills

Ability to work under tight deadlines

Excellent typing, data entry and scheduling skills


 Physical Requirements:



Candidates must be able to pass pre-employment testing (MVR, drug and background)

Sitting at a desk for 6-8 hours a day

Working on a computer for 6-8 hours a day

May be required to work long and unpredictable hours



EOE    "
28,BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,"Boston, MA",Jan 21,https://boston.craigslist.org/gbs/sof/d/ba-qabusiness-analyst-quality-analyst/6800636251.html,"
compensation: DOE

employment type: contract

","

QR Code Link to This Post


BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT


For more information please call 732 250 3906

Demo Introduction Video: www.youtube.com/watch?v=SHj5bH6VTu8


We offer a Combo BA/QA Course where the students can learn the concepts of BA/QA in the same Program with out any additional effort. This also gives the flexibility for the students to choose the best Career option...BA or QA at the end of the course.

100% JOB PLACEMENT ASSISTANCE RECORD. ALSO SPECIALIZE IN JOBS PLACEMENTS IN NJ,NY as we work mostly with LOCAL CLIENTS in EAST COAST.

We offer detailed ,comprehensive and Job Oriented training in Business Analyst/Quality Analysis with Placement Assistance.
Flexible timings on Weekdays/Weekends
Professional guidance for resume preparation and interviews
Counseling/One-on-one discussion with Trainer to clarify your doubts.
Flexible timings for the training.
Aggressive marketing by experienced placement team
H1b and Green cards sponsorship for deserving candidates
Training for Certifications and Reimbursement for Certifications on a need basis.
Professional Training and training material.
We are currently looking for Citizens/GC holders/OPT/CPT holders/ H1B
We provide excellent benefits like

Competitive Salary or hourly rates.
Health Insurance.
Corporate training opportunities
Job Placement
Resume Preparation
Discussion on Interview Questions
Job Placement Support
On Job Support


For more information please call 732 250 3906
QA Testing Course Content
Introduction to Software Testing
• What is Software Testing?

Software Development Life cycle
• Requirements
• Analysis
• Design
• Coding
• Testing
• Acceptance

SDLC Models
• Agile
• Waterfall model
• Spiral model
• V-Model

Testing-Methods
• White Box Testing
• Black Box testing
• Gray Box testing

Types of Testing (Black Box Testing)
• Build Verification Testing
• Functional Testing
• Integration Testing
• Regression Testing
• System Testing
• Acceptance Testing
• Smoke and Sanity Testing
• Ad-hoc Testing
• Exploratory Testing
• Compatibility Testing
• Disaster Recovery Resting
• Load, Volume, Stress and Performance Testing

Testing Life Cycle / Quality Assurance Life Cycle / Software Testing Life Cycle
• Requirements
• System study
• Test plan
• Test Cases
• Traceability Matrix
• Test case execution
• Defect tracking
• Test Summary Report
• User Acceptance Testing

Test Plan
• Objective
• Scope
• Approach
• Methodologies
• Deliverables
• Test environment
• Schedule and Resources
• Effort and estimation
• Entry and Exit criteria
• Templates
• Risk
• Assumption
• Contingency Plan
• References

Test Case
• Test Case Design
• How to write test cases
• When to execute test cases

Checklists
• How to create checklists
• When to use checklists

Defect tracking
• Defect life cycle
• Severity, priority
• Defect tracking Tool -- Quality Center, Bugzilla and Rational Clear Quest
• Defect report
• Defect Tracking Sheet 
• OK for recruiters to contact this job poster.
• do NOT contact us with unsolicited services or offers


•	OK for recruiters to contact this job poster.
•	do NOT contact us with unsolicited services or offers

"
29,Data Science Fellowship,N/A,Jan 21,https://boston.craigslist.org/gbs/sof/d/boston-data-science-fellowship/6800471211.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSData&utm_campaign=CLBOSData&utm_medium=web "
30,Product Management Fellow,N/A,Jan 21,https://boston.craigslist.org/gbs/sof/d/boston-product-management-fellow/6800468984.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSProduct&utm_campaign=CLBOSProduct&utm_medium=web "
31,Software Engineering Fellow,N/A,Jan 21,https://boston.craigslist.org/gbs/sof/d/boston-software-engineering-fellow/6800449306.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSSWE&utm_campaign=CLBOSSWE&utm_medium=web "
32,Java Developer - Server Side,"Medford, MA",Jan 18,https://boston.craigslist.org/gbs/sof/d/medford-java-developer-server-side/6798064536.html,"
compensation: TBD

employment type: contract

","

QR Code Link to This Post


An asset management firm in Boston is looking for a Back-end Java Developer to work on a long term project for a Software client. This person should have strong core Java experience and be able to mentor junior developers on the team. The candidate should be strong in back-end Java development and be able to lead design and code reviews (code quality, both technical and functional). Any project management experience is a plus to help estimate, prioritize, and plan work.  

Technology and Duties:

Modern Java (Spring, cloud platforms, messaging, stream processing, concurrent programming)
Distributed application design
Productionizing applications (automated testing[Cucumber etc], logging, monitoring, instrumentation)
Optional frameworks such as Kafka, Ignite, etc.
Build/release experience (Git, CI)  

Must have:

Strong Core Java experience
Strong back-end Java experience
Mentoring / team lead experience
Production application experience
Some distributed application design experience

Desired:

-Project Management experience

Job ID: 170959    "
33,Software Developer .Net,"Malden, MA",Jan 18,https://boston.craigslist.org/nos/sof/d/malden-software-developer-net/6798061006.html,"
compensation: TBD

employment type: contract

","

QR Code Link to This Post


Our financial client in the Greater Boston Area is looking for a well-rounded .Net Developer that can work on a small team and be able to work on a variety of ongoing development projects. 

Qualifications:

Minimum 5 years experience
Full stack Development experience with a focus on middle to back
Strong SQL database design and implementation - SQL Server with SSIS experience preferred, additional exposure to Oracle would be a nice to have
Object Oriented Development - Understands the concepts and patterns, actively utilizing patterns a nice to have

Nice To Have:

SharePoint experience
Financial services (fixed income and/or equities) experience would be a plus
Angular experience

Job ID: 171073    "
34,.Net Developer,"Boston, MA",Jan 18,https://boston.craigslist.org/gbs/sof/d/boston-net-developer/6798058599.html,"
compensation: TBD

employment type: contract

","

QR Code Link to This Post


Our client is searching for a .NET Developer to join their team. 

Qualifications:

Experience working in an Agile environment (e.g. Scrum, Kanban) required.
Solid understanding of modern software design principles, concepts, and practices
Strong working knowledge of the Microsoft Technology Stack (ASP.NET Core, C#).  Full stack developer.
Experience designing databases with Microsoft SQL Server
Experience building REST API's
Prior work with CI/CD and Test Driven Development
Modern tech stack (such as .NET core, Microservices, containers, AWES).    "
35,Senior Front-End Developer,Waltham,Jan 17,https://boston.craigslist.org/bmw/sof/d/waltham-senior-front-end-developer/6797498937.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



Are you passionate about usability, interaction, and technology? We are looking for a senior front-end developer to join our User Experience team. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. Working with UI/UX designers, back-end developers, and graphic designers, you will bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it behaves.


Key responsibilities

Providing a presentation layer that is consistent across all supported browsers and platforms 
Maintaining and developing user-facing features and applications
Building reusable code and libraries for future use
Assisting back-end developers and other front-end developers in coding and troubleshooting by collaborating with the team and researching solutions that benefit Commonwealth
Ensuring the technical feasibility of UI/UX designs
Collaborating in an Agile environment with other Scrum team members and stakeholders
Optimizing application for maximum speed and scalability
Maintaining graphic standards and branding throughout our product interfaces
Staying up to date on emerging technologies and helping to define when or if we should 
use them

Promoting usability and coding best practices and standards
Participating in all code reviews and meetings
Creating prototypes when needed
Taking on special projects, as needed

Core strengths

5+ years of experience working in front-end development
Deep understanding of HTML5, CSS3, and JavaScript
Deep knowledge of cross-browser compatibility issues and ways to work around them
Deep knowledge of object-oriented programming; experience with TypeScript, ES6/ES2015 
a plus

Proficient understanding of one or more MV* frameworks, such as Knockout, Backbone, or Angular 2 (Angular 2 is a plus)
Familiarity with Node.js, NPM, and build systems such as Webpack, Grunt, or Gulp a plus
Experience with source control and code versioning tools
Good understanding of asynchronous request handling, partial page updates, and AJAX 
Experience with image authoring tools; familiarity with Photoshop a plus
Knowledge of advanced CSS layout methods, such as Flexbox
Experience working in an Agile/Scrum project process a plus
Familiarity with data visualization libraries such as Highcharts and D3 a plus
Experience working with and developing best practices for front-end development
Excellent attention to detail
Comfortable with multitasking
Creative thinking within a set of guidelines
Ability to collaborate with others
Great problem-solving skills


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
36,C# .Net Developer,"Newburyport, MA",Jan 17,https://boston.craigslist.org/nwb/sof/d/newburyport-net-developer/6797051575.html,"
compensation: Compensation will be commensurate with experience.

employment type: full-time

","

QR Code Link to This Post


What's the best book that you read last year? Maybe it was an inspirational love story, or an epic fantasy packed with swords and sorcery, or perhaps a modern-day thriller that you couldn't put down. No matter the genre, there's a good chance that it began its publication life in our Title Management software, used by the biggest names in the publishing industry. From the time a deal is signed to the day of publication and beyond, Firebrand Technologies is an integral part of the publishing process and has been for over 30 years.

We know that you're an ace developer in a sea of opportunity, and we aren't the only company with a casual office, games in our break room, and regular social events. What you won't find elsewhere, though, is a group of people who are more passionate about what they do. We love our customers and their products, and their success is our success at every level.

When we add to our team, we're looking for more than just a software whiz who can pound out code every day. We're looking for somebody who is as devoted to their work as we are, and who will help elevate us to the next level. We want you to find holes in our processes, introduce us to your favorite technologies, and show us what we can do better. We will never rest on our accomplishments and will always push ourselves further. Not only is it what our customers deserve, it's what makes us firebrands.

Development at Firebrand includes: 
•	Working on multiple projects using a variety of technologies
•	Participating in agile planning sessions using Jira
•	Coordinating with architecture, support, QA, and release operations teams
•	Documenting useful practices and tools to share with the team

Your qualifications: 
•	Bachelor's degree
•	Knowledge of MVC, C# .Net, and SQL Server
•	Excellent written and verbal communication
•	Knowledge of web services and protocols, REST API design, PHP, and the Symfony framework are helpful but not required

You will be working out of our office in beautiful Newburyport, MA. We take work/life balance seriously and encourage occasional work from home if you enjoy it.

Unfortunately, no relocation assistance or visa sponsorship is available. 

No agency responses, please.

Our company is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally-recognized basis [""protected class""] including but not limited to: veteran status, uniform service member status, race, color, religion, sex, national origin, age, physical or mental disability, genetic information or any other protected class under federal, state or local law.    "
